DHB,Date,Age,Eligible,Immunised
Canterbury,2013-03-31,5 years,1667,1256
Canterbury,2013-03-31,6 months,1571,1306
Canterbury,2013-03-31,8 months,1477,1369
Canterbury,2013-06-30,12 months,1507,1420
Canterbury,2013-06-30,18 months,1515,1330
Canterbury,2013-06-30,24 months,1479,1363
Canterbury,2013-06-30,5 years,1642,1326
Canterbury,2013-06-30,6 months,1531,1271
Canterbury,2013-06-30,8 months,1609,1487
Canterbury,2013-09-30,12 months,1582,1503
Canterbury,2013-09-30,18 months,1529,1335
Canterbury,2013-09-30,24 months,1558,1449
Canterbury,2013-09-30,5 years,1728,1421
Canterbury,2013-09-30,6 months,1464,1212
Canterbury,2013-09-30,8 months,1489,1384
Canterbury,2013-12-31,12 months,1550,1467
Canterbury,2013-12-31,18 months,1511,1305
Canterbury,2013-12-31,24 months,1537,1448
Canterbury,2013-12-31,5 years,1686,1400
Canterbury,2013-12-31,6 months,1461,1256
Canterbury,2013-12-31,8 months,1443,1339
Canterbury,2014-03-31,12 months,1472,1382
Canterbury,2014-03-31,18 months,1577,1383
Canterbury,2014-03-31,24 months,1541,1439
Canterbury,2014-03-31,5 years,1640,1357
Canterbury,2014-03-31,6 months,1473,1217
Canterbury,2014-03-31,8 months,1519,1416
Canterbury,2014-06-30,12 months,1482,1410
Canterbury,2014-06-30,18 months,1551,1383
Canterbury,2014-06-30,24 months,1531,1434
Canterbury,2014-06-30,5 years,1592,1291
Canterbury,2014-06-30,6 months,1473,1252
Canterbury,2014-06-30,8 months,1462,1360
Canterbury,2014-09-30,12 months,1489,1400
Canterbury,2014-09-30,18 months,1506,1334
Canterbury,2014-09-30,24 months,1592,1506
Canterbury,2014-09-30,5 years,1628,1425
Canterbury,2014-09-30,6 months,1479,1260
Canterbury,2014-09-30,8 months,1475,1376
Canterbury,2014-12-31,12 months,1491,1405
Canterbury,2014-12-31,18 months,1490,1313
Canterbury,2014-12-31,24 months,1562,1488
Canterbury,2014-12-31,5 years,1754,1514
Canterbury,2014-12-31,6 months,1539,1338
Canterbury,2014-12-31,8 months,1492,1395
Canterbury,2015-03-31,12 months,1501,1425
Canterbury,2015-03-31,18 months,1492,1322
Canterbury,2015-03-31,24 months,1530,1434
Canterbury,2015-03-31,5 years,1654,1470
Canterbury,2015-03-31,6 months,1518,1298
Canterbury,2015-03-31,8 months,1547,1474
Canterbury,2015-06-30,12 months,1570,1493
Canterbury,2015-06-30,18 months,1485,1314
Canterbury,2015-06-30,24 months,1495,1426
Canterbury,2015-06-30,5 years,1653,1446
Canterbury,2015-06-30,6 months,1493,1323
Canterbury,2015-06-30,8 months,1536,1451
Canterbury,2015-09-30,12 months,1532,1457
Canterbury,2015-09-30,18 months,1502,1350
Canterbury,2015-09-30,24 months,1515,1423
Canterbury,2015-09-30,5 years,1637,1488
Canterbury,2015-09-30,6 months,1534,1351
Canterbury,2015-09-30,8 months,1532,1462
Canterbury,2015-12-31,12 months,1515,1451
Canterbury,2015-12-31,18 months,1568,1401
Canterbury,2015-12-31,24 months,1510,1408
Canterbury,2015-12-31,5 years,1705,1565
Canterbury,2015-12-31,6 months,1584,1397
Canterbury,2015-12-31,8 months,1561,1493
Canterbury,2016-03-31,12 months,1547,1491
Canterbury,2016-03-31,18 months,1558,1378
Canterbury,2016-03-31,24 months,1507,1423
Canterbury,2016-03-31,5 years,1665,1511
Canterbury,2016-03-31,6 months,1602,1398
Canterbury,2016-03-31,8 months,1542,1479
Canterbury,2016-06-30,12 months,1598,1536
Canterbury,2016-06-30,18 months,1547,1390
Canterbury,2016-06-30,24 months,1570,1483
Canterbury,2016-06-30,5 years,1589,1452
Canterbury,2016-06-30,6 months,1526,1354
Canterbury,2016-06-30,8 months,1626,1556
Canterbury,2016-09-30,12 months,1638,1566
Canterbury,2016-09-30,18 months,1542,1402
Canterbury,2016-09-30,24 months,1564,1482
Canterbury,2016-09-30,5 years,1643,1490
Canterbury,2016-09-30,6 months,1584,1367
Canterbury,2016-09-30,8 months,1490,1419
Canterbury,2016-12-31,12 months,1537,1482
Canterbury,2016-12-31,18 months,1621,1445
Canterbury,2016-12-31,24 months,1562,1487
Canterbury,2016-12-31,5 years,1661,1545
Canterbury,2016-12-31,6 months,1538,1347
Canterbury,2016-12-31,8 months,1582,1498
Canterbury,2017-03-31,12 months,1605,1516
Canterbury,2017-03-31,18 months,1651,1466
Canterbury,2017-03-31,24 months,1568,1496
Canterbury,2017-03-31,5 years,1634,1495
Canterbury,2017-03-31,6 months,1671,1453
Canterbury,2017-03-31,8 months,1602,1513
Canterbury,2017-06-30,12 months,1556,1485
Canterbury,2017-06-30,18 months,1552,1399
Canterbury,2017-06-30,24 months,1625,1549
Canterbury,2017-06-30,5 years,1612,1503
Canterbury,2017-06-30,6 months,1576,1354
Canterbury,2017-06-30,8 months,1646,1559
Canterbury,2017-09-30,12 months,1697,1616
Canterbury,2017-09-30,18 months,1619,1413
Canterbury,2017-09-30,24 months,1646,1559
Canterbury,2017-09-30,5 years,1704,1583
Canterbury,2017-09-30,6 months,1570,1355
Canterbury,2017-09-30,8 months,1583,1499
Canterbury,2017-12-31,12 months,1597,1501
Canterbury,2017-12-31,18 months,1551,1348
Canterbury,2017-12-31,24 months,1579,1511
Canterbury,2017-12-31,5 years,1718,1598
Canterbury,2017-12-31,6 months,1603,1382
Canterbury,2017-12-31,8 months,1593,1508
Canterbury,2018-03-31,12 months,1580,1494
Canterbury,2018-03-31,18 months,1699,1479
Canterbury,2018-03-31,24 months,1627,1513
Canterbury,2018-03-31,5 years,1625,1498
Canterbury,2018-03-31,6 months,1608,1364
Canterbury,2018-03-31,8 months,1574,1494
Canterbury,2018-06-30,12 months,1619,1541
Canterbury,2018-06-30,18 months,1606,1389
Canterbury,2018-06-30,24 months,1560,1463
Canterbury,2018-06-30,5 years,1577,1462
Canterbury,2018-06-30,6 months,1646,1405
Canterbury,2018-06-30,8 months,1654,1571
Canterbury,2018-09-30,12 months,1618,1546
Canterbury,2018-09-30,18 months,1602,1394
Canterbury,2018-09-30,24 months,1701,1602
Canterbury,2018-09-30,5 years,1626,1510
Canterbury,2018-09-30,6 months,1594,1354
Canterbury,2018-09-30,8 months,1643,1556
Canterbury,2018-12-31,12 months,1660,1583
Canterbury,2018-12-31,18 months,1642,1427
Canterbury,2018-12-31,24 months,1603,1510
Canterbury,2018-12-31,5 years,1632,1503
Canterbury,2018-12-31,6 months,1531,1322
Canterbury,2018-12-31,8 months,1526,1437
Canterbury,2019-03-31,12 months,1636,1537
Canterbury,2019-03-31,18 months,1635,1436
Canterbury,2019-03-31,24 months,1619,1508
Canterbury,2019-03-31,5 years,1607,1495
Canterbury,2019-03-31,6 months,1615,1385
Canterbury,2019-03-31,8 months,1587,1489
Canterbury,2019-06-30,12 months,1557,1466
Canterbury,2019-06-30,18 months,1653,1505
Canterbury,2019-06-30,24 months,1648,1560
Canterbury,2019-06-30,5 years,1667,1533
Canterbury,2019-06-30,6 months,1553,1340
Canterbury,2019-06-30,8 months,1642,1556
Canterbury,2019-09-30,12 months,1618,1537
Canterbury,2019-09-30,18 months,1645,1425
Canterbury,2019-09-30,24 months,1638,1556
Canterbury,2019-09-30,5 years,1710,1597
Canterbury,2019-09-30,6 months,1646,1422
Canterbury,2019-09-30,8 months,1572,1486
Canterbury,2019-12-31,12 months,1573,1484
Canterbury,2019-12-31,18 months,1568,1410
Canterbury,2019-12-31,24 months,1659,1576
Canterbury,2019-12-31,5 years,1672,1567
Canterbury,2019-12-31,6 months,1576,1393
Canterbury,2019-12-31,8 months,1601,1523
Canterbury,2020-03-31,12 months,1665,1584
Canterbury,2020-03-31,18 months,1604,1454
Canterbury,2020-03-31,24 months,1644,1540
Canterbury,2020-03-31,5 years,1651,1549
Canterbury,2020-03-31,6 months,1651,1442
Canterbury,2020-03-31,8 months,1642,1555
Canterbury,2020-06-30,12 months,1588,1517
Canterbury,2020-06-30,18 months,1567,1368
Canterbury,2020-06-30,24 months,1563,1478
Canterbury,2020-06-30,5 years,1707,1602
Canterbury,2020-06-30,6 months,1614,1371
Canterbury,2020-06-30,8 months,1631,1547
Canterbury,2020-09-30,12 months,1664,1580
Canterbury,2020-09-30,18 months,1646,1428
Canterbury,2020-09-30,24 months,1604,1523
Canterbury,2020-09-30,5 years,1722,1596
Canterbury,2020-09-30,6 months,1583,1278
Canterbury,2020-09-30,8 months,1628,1523
Canterbury,2020-12-31,12 months,1626,1547
Canterbury,2020-12-31,18 months,1599,1325
Canterbury,2020-12-31,24 months,1570,1480
Canterbury,2020-12-31,5 years,1655,1555
Canterbury,2020-12-31,6 months,1478,1292
Canterbury,2020-12-31,8 months,1482,1403
Canterbury,2021-03-31,12 months,1597,1512
Canterbury,2021-03-31,18 months,1659,1310
Canterbury,2021-03-31,24 months,1660,1557
Canterbury,2021-03-31,5 years,1682,1550
Canterbury,2021-03-31,6 months,1618,1389
Canterbury,2021-03-31,8 months,1544,1440
Capital & Coast,2009-07-01,12 months,967,883
Capital & Coast,2009-07-01,18 months,1030,793
Capital & Coast,2009-07-01,24 months,980,862
Capital & Coast,2009-07-01,6 months,1103,798
Capital & Coast,2010-01-01,12 months,1099,1007
Capital & Coast,2010-01-01,18 months,982,803
Capital & Coast,2010-01-01,24 months,1011,908
Capital & Coast,2010-01-01,6 months,1013,773
Capital & Coast,2010-04-01,12 months,1018,940
Capital & Coast,2010-04-01,18 months,1013,810
Capital & Coast,2010-04-01,24 months,1032,921
Capital & Coast,2010-04-01,6 months,1022,791
Capital & Coast,2010-07-01,12 months,1027,948
Capital & Coast,2010-07-01,18 months,1082,891
Capital & Coast,2010-07-01,24 months,984,880
Capital & Coast,2010-07-01,6 months,1041,811
Capital & Coast,2010-10-01,12 months,1018,952
Capital & Coast,2010-10-01,18 months,1010,844
Capital & Coast,2010-10-01,24 months,1015,920
Capital & Coast,2010-10-01,6 months,1010,768
Capital & Coast,2011-01-01,12 months,1056,975
Capital & Coast,2011-01-01,18 months,1013,827
Capital & Coast,2011-01-01,24 months,1082,979
Capital & Coast,2011-01-01,5 years,859,669
Capital & Coast,2011-01-01,6 months,1043,799
Capital & Coast,2011-04-01,12 months,1010,932
Capital & Coast,2011-04-01,18 months,1024,861
Capital & Coast,2011-04-01,24 months,1005,921
Capital & Coast,2011-04-01,5 years,980,790
Capital & Coast,2011-04-01,6 months,994,729
Capital & Coast,2011-07-01,12 months,1043,965
Capital & Coast,2011-07-01,18 months,1021,884
Capital & Coast,2011-07-01,24 months,1009,918
Capital & Coast,2011-07-01,5 years,976,794
Capital & Coast,2011-07-01,6 months,1001,784
Capital & Coast,2011-10-01,12 months,989,926
Capital & Coast,2011-10-01,18 months,1026,866
Capital & Coast,2011-10-01,24 months,1031,955
Capital & Coast,2011-10-01,5 years,994,823
Capital & Coast,2011-10-01,6 months,1052,830
Capital & Coast,2011-12-31,12 months,968,906
Capital & Coast,2011-12-31,18 months,1021,916
Capital & Coast,2011-12-31,24 months,1010,940
Capital & Coast,2011-12-31,5 years,991,833
Capital & Coast,2011-12-31,6 months,913,733
Capital & Coast,2012-03-31,12 months,1026,975
Capital & Coast,2012-03-31,18 months,964,850
Capital & Coast,2012-03-31,24 months,994,917
Capital & Coast,2012-03-31,5 years,949,821
Capital & Coast,2012-03-31,6 months,940,755
Capital & Coast,2012-06-30,12 months,901,850
Capital & Coast,2012-06-30,18 months,963,853
Capital & Coast,2012-06-30,24 months,1022,957
Capital & Coast,2012-06-30,5 years,966,840
Capital & Coast,2012-06-30,6 months,951,768
Capital & Coast,2012-09-30,12 months,930,881
Capital & Coast,2012-09-30,18 months,1014,891
Capital & Coast,2012-09-30,24 months,966,893
Capital & Coast,2012-09-30,5 years,1004,856
Capital & Coast,2012-09-30,6 months,982,830
Capital & Coast,2012-09-30,8 months,935,873
Capital & Coast,2012-12-31,12 months,929,892
Capital & Coast,2012-12-31,18 months,895,759
Capital & Coast,2012-12-31,24 months,963,889
Capital & Coast,2012-12-31,5 years,1004,848
Capital & Coast,2012-12-31,6 months,926,748
Capital & Coast,2012-12-31,8 months,962,894
Capital & Coast,2013-03-31,12 months,978,936
Capital & Coast,2013-03-31,18 months,889,774
Capital & Coast,2013-03-31,24 months,1009,943
Capital & Coast,2013-03-31,5 years,985,803
Capital & Coast,2013-03-31,6 months,961,788
Capital & Coast,2013-03-31,8 months,946,859
Capital & Coast,2013-06-30,12 months,935,887
Capital & Coast,2013-06-30,18 months,934,826
Capital & Coast,2013-06-30,24 months,895,828
Capital & Coast,2013-06-30,5 years,937,793
Capital & Coast,2013-06-30,6 months,981,803
Capital & Coast,2013-06-30,8 months,1000,918
Capital & Coast,2013-09-30,12 months,977,935
Capital & Coast,2013-09-30,18 months,980,872
Capital & Coast,2013-09-30,24 months,890,831
Capital & Coast,2013-09-30,5 years,1014,873
Capital & Coast,2013-09-30,6 months,948,798
Capital & Coast,2013-09-30,8 months,986,912
Capital & Coast,2013-12-31,12 months,986,930
Capital & Coast,2013-12-31,18 months,932,811
Capital & Coast,2013-12-31,24 months,931,889
Capital & Coast,2013-12-31,5 years,1079,886
Capital & Coast,2013-12-31,6 months,919,790
Capital & Coast,2013-12-31,8 months,902,829
Capital & Coast,2014-03-31,12 months,953,913
Capital & Coast,2014-03-31,18 months,985,868
Capital & Coast,2014-03-31,24 months,967,908
Capital & Coast,2014-03-31,5 years,996,839
Capital & Coast,2014-03-31,6 months,854,673
Capital & Coast,2014-03-31,8 months,892,825
Capital & Coast,2014-06-30,12 months,924,880
Capital & Coast,2014-06-30,18 months,993,875
Capital & Coast,2014-06-30,24 months,936,882
Capital & Coast,2014-06-30,5 years,976,845
Capital & Coast,2014-06-30,6 months,908,764
Capital & Coast,2014-06-30,8 months,886,828
Capital & Coast,2014-09-30,12 months,851,813
Capital & Coast,2014-09-30,18 months,951,855
Capital & Coast,2014-09-30,24 months,976,929
Capital & Coast,2014-09-30,5 years,972,864
Capital & Coast,2014-09-30,6 months,925,793
Capital & Coast,2014-09-30,8 months,938,880
Capital & Coast,2014-12-31,12 months,913,880
Capital & Coast,2014-12-31,18 months,913,801
Capital & Coast,2014-12-31,24 months,992,927
Capital & Coast,2014-12-31,5 years,974,861
Capital & Coast,2014-12-31,6 months,884,744
Capital & Coast,2014-12-31,8 months,890,851
Capital & Coast,2015-03-31,12 months,927,892
Capital & Coast,2015-03-31,18 months,843,763
Capital & Coast,2015-03-31,24 months,946,895
Capital & Coast,2015-03-31,5 years,955,845
Capital & Coast,2015-03-31,6 months,825,714
Capital & Coast,2015-03-31,8 months,860,824
Capital & Coast,2015-06-30,12 months,886,862
Capital & Coast,2015-06-30,18 months,916,835
Capital & Coast,2015-06-30,24 months,906,851
Capital & Coast,2015-06-30,5 years,983,888
Capital & Coast,2015-06-30,6 months,881,737
Capital & Coast,2015-06-30,8 months,858,815
Capital & Coast,2015-09-30,12 months,822,791
Capital & Coast,2015-09-30,18 months,927,851
Capital & Coast,2015-09-30,24 months,841,792
Capital & Coast,2015-09-30,5 years,960,864
Capital & Coast,2015-09-30,6 months,873,756
Capital & Coast,2015-09-30,8 months,888,841
Capital & Coast,2015-12-31,12 months,892,863
Capital & Coast,2015-12-31,18 months,874,786
Capital & Coast,2015-12-31,24 months,919,878
Capital & Coast,2015-12-31,5 years,957,858
Capital & Coast,2015-12-31,6 months,895,772
Capital & Coast,2015-12-31,8 months,854,812
Capital & Coast,2016-03-31,12 months,873,840
Capital & Coast,2016-03-31,18 months,838,766
Capital & Coast,2016-03-31,24 months,939,889
Capital & Coast,2016-03-31,5 years,1002,907
Capital & Coast,2016-03-31,6 months,871,723
Capital & Coast,2016-03-31,8 months,894,829
Capital & Coast,2016-06-30,12 months,901,867
Capital & Coast,2016-06-30,18 months,908,810
Capital & Coast,2016-06-30,24 months,877,825
Capital & Coast,2016-06-30,5 years,885,807
Capital & Coast,2016-06-30,6 months,874,738
Capital & Coast,2016-06-30,8 months,869,808
Capital & Coast,2016-09-30,12 months,880,831
Capital & Coast,2016-09-30,18 months,885,809
Capital & Coast,2016-09-30,24 months,840,797
Capital & Coast,2016-09-30,5 years,899,827
Capital & Coast,2016-09-30,6 months,896,775
Capital & Coast,2016-09-30,8 months,882,830
Capital & Coast,2016-12-31,12 months,882,839
Capital & Coast,2016-12-31,18 months,910,828
Capital & Coast,2016-12-31,24 months,907,857
Capital & Coast,2016-12-31,5 years,950,878
Capital & Coast,2016-12-31,6 months,839,738
Capital & Coast,2016-12-31,8 months,891,848
Capital & Coast,2017-03-31,12 months,906,875
Capital & Coast,2017-03-31,18 months,895,781
Capital & Coast,2017-03-31,24 months,883,836
Capital & Coast,2017-03-31,5 years,973,891
Capital & Coast,2017-03-31,6 months,862,724
Capital & Coast,2017-03-31,8 months,833,776
Capital & Coast,2017-06-30,12 months,854,825
Capital & Coast,2017-06-30,18 months,880,776
Capital & Coast,2017-06-30,24 months,919,867
Capital & Coast,2017-06-30,5 years,938,848
Capital & Coast,2017-06-30,6 months,864,744
Capital & Coast,2017-06-30,8 months,877,819
Capital & Coast,2017-09-30,12 months,853,801
Capital & Coast,2017-09-30,18 months,917,818
Capital & Coast,2017-09-30,24 months,892,825
Capital & Coast,2017-09-30,5 years,976,889
Capital & Coast,2017-09-30,6 months,837,718
Capital & Coast,2017-09-30,8 months,830,780
Capital & Coast,2017-12-31,12 months,873,831
Capital & Coast,2017-12-31,18 months,844,777
Capital & Coast,2017-12-31,24 months,880,820
Capital & Coast,2017-12-31,5 years,1000,895
Capital & Coast,2017-12-31,6 months,866,756
Capital & Coast,2017-12-31,8 months,859,811
Capital & Coast,2018-03-31,12 months,849,810
Capital & Coast,2018-03-31,18 months,865,751
Capital & Coast,2018-03-31,24 months,922,871
Capital & Coast,2018-03-31,5 years,965,888
Capital & Coast,2018-03-31,6 months,894,773
Capital & Coast,2018-03-31,8 months,876,828
Capital & Coast,2018-06-30,12 months,878,834
Capital & Coast,2018-06-30,18 months,879,766
Capital & Coast,2018-06-30,24 months,847,812
Capital & Coast,2018-06-30,5 years,925,848
Capital & Coast,2018-06-30,6 months,885,761
Capital & Coast,2018-06-30,8 months,915,852
Capital & Coast,2018-09-30,12 months,899,862
Capital & Coast,2018-09-30,18 months,842,749
Capital & Coast,2018-09-30,24 months,868,802
Capital & Coast,2018-09-30,5 years,920,833
Capital & Coast,2018-09-30,6 months,796,658
Capital & Coast,2018-09-30,8 months,868,814
Capital & Coast,2018-12-31,12 months,876,839
Capital & Coast,2018-12-31,18 months,869,744
Capital & Coast,2018-12-31,24 months,873,817
Capital & Coast,2018-12-31,5 years,929,830
Capital & Coast,2018-12-31,6 months,783,677
Capital & Coast,2018-12-31,8 months,731,687
Capital & Coast,2019-03-31,12 months,796,745
Capital & Coast,2019-03-31,18 months,875,782
Capital & Coast,2019-03-31,24 months,841,782
Capital & Coast,2019-03-31,5 years,956,863
Capital & Coast,2019-03-31,6 months,829,689
Capital & Coast,2019-03-31,8 months,825,765
Capital & Coast,2019-06-30,12 months,783,748
Capital & Coast,2019-06-30,18 months,872,779
Capital & Coast,2019-06-30,24 months,866,800
Capital & Coast,2019-06-30,5 years,895,801
Capital & Coast,2019-06-30,6 months,826,708
Capital & Coast,2019-06-30,8 months,814,760
Capital & Coast,2019-09-30,12 months,833,789
Capital & Coast,2019-09-30,18 months,783,688
Capital & Coast,2019-09-30,24 months,880,838
Capital & Coast,2019-09-30,5 years,858,777
Capital & Coast,2019-09-30,6 months,770,667
Capital & Coast,2019-09-30,8 months,845,781
Capital & Coast,2019-12-31,12 months,825,783
Capital & Coast,2019-12-31,18 months,776,718
Capital & Coast,2019-12-31,24 months,860,802
Capital & Coast,2019-12-31,5 years,929,834
Capital & Coast,2019-12-31,6 months,790,684
Capital & Coast,2019-12-31,8 months,746,698
Capital & Coast,2020-03-31,12 months,780,748
Capital & Coast,2020-03-31,18 months,829,738
Capital & Coast,2020-03-31,24 months,792,741
Capital & Coast,2020-03-31,5 years,887,808
Capital & Coast,2020-03-31,6 months,822,700
Capital & Coast,2020-03-31,8 months,812,769
Capital & Coast,2020-06-30,12 months,781,752
Capital & Coast,2020-06-30,18 months,836,734
Capital & Coast,2020-06-30,24 months,781,741
Capital & Coast,2020-06-30,5 years,937,850
Capital & Coast,2020-06-30,6 months,794,659
Capital & Coast,2020-06-30,8 months,824,777
Capital & Coast,2020-09-30,12 months,818,789
Capital & Coast,2020-09-30,18 months,780,685
Capital & Coast,2020-09-30,24 months,832,776
Capital & Coast,2020-09-30,5 years,888,790
Capital & Coast,2020-09-30,6 months,776,626
Capital & Coast,2020-09-30,8 months,779,724
Capital & Coast,2020-12-31,12 months,787,758
Capital & Coast,2020-12-31,18 months,786,592
Capital & Coast,2020-12-31,24 months,834,771
Capital & Coast,2020-12-31,5 years,880,766
Capital & Coast,2020-12-31,6 months,785,662
Capital & Coast,2020-12-31,8 months,726,678
Capital & Coast,2021-03-31,12 months,781,747
Capital & Coast,2021-03-31,18 months,829,608
Capital & Coast,2021-03-31,24 months,768,706
Capital & Coast,2021-03-31,5 years,902,780
Capital & Coast,2021-03-31,6 months,749,612
Capital & Coast,2021-03-31,8 months,786,701
Counties Manukau,2009-07-01,12 months,2227,1859
Counties Manukau,2009-07-01,18 months,2381,1637
Counties Manukau,2009-07-01,24 months,2254,1717
Counties Manukau,2009-07-01,6 months,2287,1467
Counties Manukau,2010-01-01,12 months,2306,1973
Counties Manukau,2010-01-01,18 months,2237,1679
Counties Manukau,2010-01-01,24 months,2375,1995
Counties Manukau,2010-01-01,6 months,2222,1493
Counties Manukau,2010-04-01,12 months,2181,1848
