DHB,Date,Age,Eligible,Immunised
Nelson Marlborough,2013-12-31,18 months,414,351
Nelson Marlborough,2013-12-31,24 months,382,339
Nelson Marlborough,2013-12-31,5 years,482,403
Nelson Marlborough,2013-12-31,6 months,358,300
Nelson Marlborough,2013-12-31,8 months,408,367
Nelson Marlborough,2014-03-31,12 months,401,366
Nelson Marlborough,2014-03-31,18 months,391,329
Nelson Marlborough,2014-03-31,24 months,387,341
Nelson Marlborough,2014-03-31,5 years,453,371
Nelson Marlborough,2014-03-31,6 months,404,296
Nelson Marlborough,2014-03-31,8 months,366,324
Nelson Marlborough,2014-06-30,12 months,358,339
Nelson Marlborough,2014-06-30,18 months,402,343
Nelson Marlborough,2014-06-30,24 months,412,364
Nelson Marlborough,2014-06-30,5 years,429,368
Nelson Marlborough,2014-06-30,6 months,372,278
Nelson Marlborough,2014-06-30,8 months,379,340
Nelson Marlborough,2014-09-30,12 months,407,373
Nelson Marlborough,2014-09-30,18 months,407,341
Nelson Marlborough,2014-09-30,24 months,392,336
Nelson Marlborough,2014-09-30,5 years,478,400
Nelson Marlborough,2014-09-30,6 months,344,287
Nelson Marlborough,2014-09-30,8 months,370,327
Nelson Marlborough,2014-12-31,12 months,373,332
Nelson Marlborough,2014-12-31,18 months,361,325
Nelson Marlborough,2014-12-31,24 months,405,364
Nelson Marlborough,2014-12-31,5 years,451,379
Nelson Marlborough,2014-12-31,6 months,373,299
Nelson Marlborough,2014-12-31,8 months,351,323
Nelson Marlborough,2015-03-31,12 months,348,324
Nelson Marlborough,2015-03-31,18 months,422,357
Nelson Marlborough,2015-03-31,24 months,413,372
Nelson Marlborough,2015-03-31,5 years,465,379
Nelson Marlborough,2015-03-31,6 months,368,299
Nelson Marlborough,2015-03-31,8 months,373,333
Nelson Marlborough,2015-06-30,12 months,378,343
Nelson Marlborough,2015-06-30,18 months,379,328
Nelson Marlborough,2015-06-30,24 months,364,340
Nelson Marlborough,2015-06-30,5 years,461,387
Nelson Marlborough,2015-06-30,6 months,410,318
Nelson Marlborough,2015-06-30,8 months,403,363
Nelson Marlborough,2015-09-30,12 months,366,326
Nelson Marlborough,2015-09-30,18 months,343,302
Nelson Marlborough,2015-09-30,24 months,421,378
Nelson Marlborough,2015-09-30,5 years,487,417
Nelson Marlborough,2015-09-30,6 months,349,286
Nelson Marlborough,2015-09-30,8 months,376,340
Nelson Marlborough,2015-12-31,12 months,409,378
Nelson Marlborough,2015-12-31,18 months,382,327
Nelson Marlborough,2015-12-31,24 months,392,351
Nelson Marlborough,2015-12-31,5 years,428,369
Nelson Marlborough,2015-12-31,6 months,393,336
Nelson Marlborough,2015-12-31,8 months,379,349
Nelson Marlborough,2016-03-31,12 months,355,324
Nelson Marlborough,2016-03-31,18 months,369,321
Nelson Marlborough,2016-03-31,24 months,349,312
Nelson Marlborough,2016-03-31,5 years,414,353
Nelson Marlborough,2016-03-31,6 months,336,260
Nelson Marlborough,2016-03-31,8 months,368,331
Nelson Marlborough,2016-06-30,12 months,393,368
Nelson Marlborough,2016-06-30,18 months,412,354
Nelson Marlborough,2016-06-30,24 months,388,340
Nelson Marlborough,2016-06-30,5 years,445,384
Nelson Marlborough,2016-06-30,6 months,342,275
Nelson Marlborough,2016-06-30,8 months,335,304
Nelson Marlborough,2016-09-30,12 months,338,307
Nelson Marlborough,2016-09-30,18 months,363,315
Nelson Marlborough,2016-09-30,24 months,375,337
Nelson Marlborough,2016-09-30,5 years,523,461
Nelson Marlborough,2016-09-30,6 months,418,339
Nelson Marlborough,2016-09-30,8 months,381,339
Nelson Marlborough,2016-12-31,12 months,349,314
Nelson Marlborough,2016-12-31,18 months,400,362
Nelson Marlborough,2016-12-31,24 months,409,370
Nelson Marlborough,2016-12-31,5 years,408,351
Nelson Marlborough,2016-12-31,6 months,367,284
Nelson Marlborough,2016-12-31,8 months,403,368
Nelson Marlborough,2017-03-31,12 months,426,383
Nelson Marlborough,2017-03-31,18 months,337,286
Nelson Marlborough,2017-03-31,24 months,379,339
Nelson Marlborough,2017-03-31,5 years,395,334
Nelson Marlborough,2017-03-31,6 months,415,320
Nelson Marlborough,2017-03-31,8 months,377,337
Nelson Marlborough,2017-06-30,12 months,375,344
Nelson Marlborough,2017-06-30,18 months,368,315
Nelson Marlborough,2017-06-30,24 months,410,384
Nelson Marlborough,2017-06-30,5 years,446,392
Nelson Marlborough,2017-06-30,6 months,377,305
Nelson Marlborough,2017-06-30,8 months,420,377
Nelson Marlborough,2017-09-30,12 months,418,379
Nelson Marlborough,2017-09-30,18 months,424,356
Nelson Marlborough,2017-09-30,24 months,341,301
Nelson Marlborough,2017-09-30,5 years,401,355
Nelson Marlborough,2017-09-30,6 months,357,290
Nelson Marlborough,2017-09-30,8 months,364,321
Nelson Marlborough,2017-12-31,12 months,373,334
Nelson Marlborough,2017-12-31,18 months,398,317
Nelson Marlborough,2017-12-31,24 months,371,336
Nelson Marlborough,2017-12-31,5 years,443,384
Nelson Marlborough,2017-12-31,6 months,331,252
Nelson Marlborough,2017-12-31,8 months,346,313
Nelson Marlborough,2018-03-31,12 months,354,326
Nelson Marlborough,2018-03-31,18 months,426,360
Nelson Marlborough,2018-03-31,24 months,431,385
Nelson Marlborough,2018-03-31,5 years,431,384
Nelson Marlborough,2018-03-31,6 months,385,303
Nelson Marlborough,2018-03-31,8 months,355,307
Nelson Marlborough,2018-06-30,12 months,342,304
Nelson Marlborough,2018-06-30,18 months,373,303
Nelson Marlborough,2018-06-30,24 months,405,353
Nelson Marlborough,2018-06-30,5 years,403,358
Nelson Marlborough,2018-06-30,6 months,370,295
Nelson Marlborough,2018-06-30,8 months,396,357
Nelson Marlborough,2018-09-30,12 months,384,349
Nelson Marlborough,2018-09-30,18 months,359,293
Nelson Marlborough,2018-09-30,24 months,431,381
Nelson Marlborough,2018-09-30,5 years,445,389
Nelson Marlborough,2018-09-30,6 months,386,306
Nelson Marlborough,2018-09-30,8 months,360,328
Nelson Marlborough,2018-12-31,12 months,369,338
Nelson Marlborough,2018-12-31,18 months,353,285
Nelson Marlborough,2018-12-31,24 months,371,322
Nelson Marlborough,2018-12-31,5 years,438,377
Nelson Marlborough,2018-12-31,6 months,354,274
Nelson Marlborough,2018-12-31,8 months,385,341
Nelson Marlborough,2019-03-31,12 months,399,347
Nelson Marlborough,2019-03-31,18 months,398,315
Nelson Marlborough,2019-03-31,24 months,362,323
Nelson Marlborough,2019-03-31,5 years,394,335
Nelson Marlborough,2019-03-31,6 months,382,294
Nelson Marlborough,2019-03-31,8 months,356,315
Nelson Marlborough,2019-06-30,12 months,348,310
Nelson Marlborough,2019-06-30,18 months,381,325
Nelson Marlborough,2019-06-30,24 months,359,306
Nelson Marlborough,2019-06-30,5 years,420,364
Nelson Marlborough,2019-06-30,6 months,380,281
Nelson Marlborough,2019-06-30,8 months,390,345
Nelson Marlborough,2019-09-30,12 months,387,356
Nelson Marlborough,2019-09-30,18 months,407,332
Nelson Marlborough,2019-09-30,24 months,393,351
Nelson Marlborough,2019-09-30,5 years,392,324
Nelson Marlborough,2019-09-30,6 months,383,286
Nelson Marlborough,2019-09-30,8 months,377,328
Nelson Marlborough,2019-12-31,12 months,380,338
Nelson Marlborough,2019-12-31,18 months,358,304
Nelson Marlborough,2019-12-31,24 months,385,344
Nelson Marlborough,2019-12-31,5 years,444,376
Nelson Marlborough,2019-12-31,6 months,332,281
Nelson Marlborough,2019-12-31,8 months,356,329
Nelson Marlborough,2020-03-31,12 months,389,354
Nelson Marlborough,2020-03-31,18 months,390,338
Nelson Marlborough,2020-03-31,24 months,406,357
Nelson Marlborough,2020-03-31,5 years,429,379
Nelson Marlborough,2020-03-31,6 months,370,303
Nelson Marlborough,2020-03-31,8 months,351,308
Nelson Marlborough,2020-06-30,12 months,331,304
Nelson Marlborough,2020-06-30,18 months,389,304
Nelson Marlborough,2020-06-30,24 months,362,317
Nelson Marlborough,2020-06-30,5 years,422,376
Nelson Marlborough,2020-06-30,6 months,385,306
Nelson Marlborough,2020-06-30,8 months,378,353
Nelson Marlborough,2020-09-30,12 months,379,352
Nelson Marlborough,2020-09-30,18 months,394,325
Nelson Marlborough,2020-09-30,24 months,393,348
Nelson Marlborough,2020-09-30,5 years,401,339
Nelson Marlborough,2020-09-30,6 months,375,295
Nelson Marlborough,2020-09-30,8 months,395,352
Nelson Marlborough,2020-12-31,12 months,389,358
Nelson Marlborough,2020-12-31,18 months,331,268
Nelson Marlborough,2020-12-31,24 months,391,341
Nelson Marlborough,2020-12-31,5 years,417,356
Nelson Marlborough,2020-12-31,6 months,346,287
Nelson Marlborough,2020-12-31,8 months,344,317
Nelson Marlborough,2021-03-31,12 months,372,344
Nelson Marlborough,2021-03-31,18 months,373,269
Nelson Marlborough,2021-03-31,24 months,387,334
Nelson Marlborough,2021-03-31,5 years,463,398
Nelson Marlborough,2021-03-31,6 months,358,290
Nelson Marlborough,2021-03-31,8 months,360,315
Northland,2009-07-01,12 months,584,436
Northland,2009-07-01,18 months,597,333
Northland,2009-07-01,24 months,595,412
Northland,2009-07-01,6 months,571,285
Northland,2010-01-01,12 months,593,450
Northland,2010-01-01,18 months,596,388
Northland,2010-01-01,24 months,613,464
Northland,2010-01-01,6 months,579,326
Northland,2010-04-01,12 months,577,434
Northland,2010-04-01,18 months,625,361
Northland,2010-04-01,24 months,558,402
Northland,2010-04-01,6 months,570,314
Northland,2010-07-01,12 months,592,478
Northland,2010-07-01,18 months,618,353
Northland,2010-07-01,24 months,597,461
Northland,2010-07-01,5 years,101,55
Northland,2010-07-01,6 months,572,284
Northland,2010-10-01,12 months,592,489
Northland,2010-10-01,18 months,595,356
Northland,2010-10-01,24 months,611,472
Northland,2010-10-01,5 years,629,393
Northland,2010-10-01,6 months,592,283
Northland,2011-01-01,12 months,574,467
Northland,2011-01-01,18 months,614,406
Northland,2011-01-01,24 months,631,493
Northland,2011-01-01,5 years,613,395
Northland,2011-01-01,6 months,648,336
Northland,2011-04-01,12 months,600,484
Northland,2011-04-01,18 months,611,409
Northland,2011-04-01,24 months,577,460
Northland,2011-04-01,5 years,562,384
Northland,2011-04-01,6 months,684,357
Northland,2011-07-01,12 months,639,504
Northland,2011-07-01,18 months,583,390
Northland,2011-07-01,24 months,601,491
Northland,2011-07-01,5 years,639,454
Northland,2011-07-01,6 months,628,318
Northland,2011-10-01,12 months,693,583
Northland,2011-10-01,18 months,617,431
Northland,2011-10-01,24 months,632,512
Northland,2011-10-01,5 years,656,457
Northland,2011-10-01,6 months,578,300
Northland,2011-12-31,12 months,611,506
Northland,2011-12-31,18 months,642,446
Northland,2011-12-31,24 months,590,472
Northland,2011-12-31,5 years,615,465
Northland,2011-12-31,6 months,618,338
Northland,2012-03-31,12 months,555,452
Northland,2012-03-31,18 months,674,444
Northland,2012-03-31,24 months,583,503
Northland,2012-03-31,5 years,627,444
Northland,2012-03-31,6 months,582,282
Northland,2012-06-30,12 months,613,513
Northland,2012-06-30,18 months,612,453
Northland,2012-06-30,24 months,639,539
Northland,2012-06-30,5 years,607,423
Northland,2012-06-30,6 months,597,321
Northland,2012-09-30,12 months,574,487
Northland,2012-09-30,18 months,545,411
Northland,2012-09-30,24 months,670,568
Northland,2012-09-30,5 years,682,492
Northland,2012-09-30,6 months,582,340
Northland,2012-09-30,8 months,592,439
Northland,2012-12-31,12 months,602,518
Northland,2012-12-31,18 months,623,488
Northland,2012-12-31,24 months,608,517
Northland,2012-12-31,5 years,612,427
Northland,2012-12-31,6 months,583,353
Northland,2012-12-31,8 months,561,465
Northland,2013-03-31,12 months,578,515
Northland,2013-03-31,18 months,580,473
Northland,2013-03-31,24 months,553,488
Northland,2013-03-31,5 years,579,348
Northland,2013-03-31,6 months,617,392
Northland,2013-03-31,8 months,612,508
Northland,2013-06-30,12 months,585,509
Northland,2013-06-30,18 months,604,467
Northland,2013-06-30,24 months,630,566
Northland,2013-06-30,5 years,635,456
Northland,2013-06-30,6 months,572,379
Northland,2013-06-30,8 months,603,498
Northland,2013-09-30,12 months,616,540
Northland,2013-09-30,18 months,562,449
Northland,2013-09-30,24 months,587,523
Northland,2013-09-30,5 years,628,447
Northland,2013-09-30,6 months,563,359
Northland,2013-09-30,8 months,573,489
Northland,2013-12-31,12 months,581,531
Northland,2013-12-31,18 months,576,447
Northland,2013-12-31,24 months,618,526
Northland,2013-12-31,5 years,647,481
Northland,2013-12-31,6 months,538,362
Northland,2013-12-31,8 months,525,453
Northland,2014-03-31,12 months,568,495
Northland,2014-03-31,18 months,636,483
Northland,2014-03-31,24 months,565,499
Northland,2014-03-31,5 years,597,453
Northland,2014-03-31,6 months,528,342
Northland,2014-03-31,8 months,554,485
Northland,2014-06-30,12 months,544,496
Northland,2014-06-30,18 months,575,459
Northland,2014-06-30,24 months,573,494
Northland,2014-06-30,5 years,608,443
Northland,2014-06-30,6 months,557,374
Northland,2014-06-30,8 months,553,487
Northland,2014-09-30,12 months,535,484
Northland,2014-09-30,18 months,568,447
Northland,2014-09-30,24 months,633,559
Northland,2014-09-30,5 years,642,504
Northland,2014-09-30,6 months,538,352
Northland,2014-09-30,8 months,556,476
Northland,2014-12-31,12 months,561,508
Northland,2014-12-31,18 months,562,450
Northland,2014-12-31,24 months,584,531
Northland,2014-12-31,5 years,600,441
Northland,2014-12-31,6 months,551,380
Northland,2014-12-31,8 months,541,484
Northland,2015-03-31,12 months,539,491
Northland,2015-03-31,18 months,570,456
Northland,2015-03-31,24 months,572,491
Northland,2015-03-31,5 years,657,519
Northland,2015-03-31,6 months,540,356
Northland,2015-03-31,8 months,525,455
Northland,2015-06-30,12 months,551,494
Northland,2015-06-30,18 months,567,453
Northland,2015-06-30,24 months,565,507
Northland,2015-06-30,5 years,668,488
Northland,2015-06-30,6 months,562,360
Northland,2015-06-30,8 months,556,480
Northland,2015-09-30,12 months,537,486
Northland,2015-09-30,18 months,530,432
Northland,2015-09-30,24 months,583,524
Northland,2015-09-30,5 years,689,536
Northland,2015-09-30,6 months,551,390
Northland,2015-09-30,8 months,565,499
Northland,2015-12-31,12 months,562,502
Northland,2015-12-31,18 months,559,455
Northland,2015-12-31,24 months,571,508
Northland,2015-12-31,5 years,635,474
Northland,2015-12-31,6 months,539,376
Northland,2015-12-31,8 months,543,487
Northland,2016-03-31,12 months,557,505
Northland,2016-03-31,18 months,559,444
Northland,2016-03-31,24 months,543,495
Northland,2016-03-31,5 years,581,443
Northland,2016-03-31,6 months,536,390
Northland,2016-03-31,8 months,541,488
Northland,2016-06-30,12 months,556,500
Northland,2016-06-30,18 months,560,449
Northland,2016-06-30,24 months,581,521
Northland,2016-06-30,5 years,650,515
Northland,2016-06-30,6 months,544,399
Northland,2016-06-30,8 months,546,484
Northland,2016-09-30,12 months,560,502
Northland,2016-09-30,18 months,557,454
Northland,2016-09-30,24 months,572,513
Northland,2016-09-30,5 years,610,496
Northland,2016-09-30,6 months,549,379
Northland,2016-09-30,8 months,531,485
Northland,2016-12-31,12 months,546,502
Northland,2016-12-31,18 months,561,423
Northland,2016-12-31,24 months,569,499
Northland,2016-12-31,5 years,651,520
Northland,2016-12-31,6 months,583,399
Northland,2016-12-31,8 months,545,487
Northland,2017-03-31,12 months,568,502
Northland,2017-03-31,18 months,538,414
Northland,2017-03-31,24 months,570,499
Northland,2017-03-31,5 years,636,529
Northland,2017-03-31,6 months,572,393
Northland,2017-03-31,8 months,603,531
Northland,2017-06-30,12 months,587,518
Northland,2017-06-30,18 months,567,440
Northland,2017-06-30,24 months,570,487
Northland,2017-06-30,5 years,616,516
Northland,2017-06-30,6 months,589,396
Northland,2017-06-30,8 months,577,498
Northland,2017-09-30,12 months,597,534
Northland,2017-09-30,18 months,579,436
Northland,2017-09-30,24 months,550,468
Northland,2017-09-30,5 years,684,555
Northland,2017-09-30,6 months,559,358
Northland,2017-09-30,8 months,582,504
Northland,2017-12-31,12 months,607,531
Northland,2017-12-31,18 months,609,446
Northland,2017-12-31,24 months,573,504
Northland,2017-12-31,5 years,637,520
Northland,2017-12-31,6 months,567,371
Northland,2017-12-31,8 months,565,495
Northland,2018-03-31,12 months,560,500
Northland,2018-03-31,18 months,619,450
Northland,2018-03-31,24 months,598,510
Northland,2018-03-31,5 years,624,506
Northland,2018-03-31,6 months,544,325
Northland,2018-03-31,8 months,587,499
Northland,2018-06-30,12 months,582,491
Northland,2018-06-30,18 months,620,465
Northland,2018-06-30,24 months,613,518
Northland,2018-06-30,5 years,586,492
Northland,2018-06-30,6 months,601,388
Northland,2018-06-30,8 months,576,473
Northland,2018-09-30,12 months,558,467
Northland,2018-09-30,18 months,565,428
Northland,2018-09-30,24 months,627,529
Northland,2018-09-30,5 years,634,536
Northland,2018-09-30,6 months,553,323
Northland,2018-09-30,8 months,574,474
Northland,2018-12-31,12 months,621,531
Northland,2018-12-31,18 months,594,428
Northland,2018-12-31,24 months,638,538
Northland,2018-12-31,5 years,603,501
Northland,2018-12-31,6 months,584,356
Northland,2018-12-31,8 months,552,456
Northland,2019-03-31,12 months,576,485
Northland,2019-03-31,18 months,556,385
Northland,2019-03-31,24 months,592,505
Northland,2019-03-31,5 years,611,515
Northland,2019-03-31,6 months,584,375
Northland,2019-03-31,8 months,590,490
Northland,2019-06-30,12 months,588,504
Northland,2019-06-30,18 months,617,439
Northland,2019-06-30,24 months,600,492
Northland,2019-06-30,5 years,630,513
Northland,2019-06-30,6 months,513,329
Northland,2019-06-30,8 months,560,459
Northland,2019-09-30,12 months,577,491
Northland,2019-09-30,18 months,576,410
Northland,2019-09-30,24 months,568,463
Northland,2019-09-30,5 years,642,521
Northland,2019-09-30,6 months,590,389
Northland,2019-09-30,8 months,527,436
Northland,2019-12-31,12 months,526,450
Northland,2019-12-31,18 months,589,454
Northland,2019-12-31,24 months,625,517
Northland,2019-12-31,5 years,643,507
Northland,2019-12-31,6 months,581,382
Northland,2019-12-31,8 months,617,528
Northland,2020-03-31,12 months,605,518
Northland,2020-03-31,18 months,591,416
Northland,2020-03-31,24 months,593,483
Northland,2020-03-31,5 years,614,496
Northland,2020-03-31,6 months,596,390
Northland,2020-03-31,8 months,598,488
Northland,2020-06-30,12 months,596,503
Northland,2020-06-30,18 months,547,352
Northland,2020-06-30,24 months,604,496
Northland,2020-06-30,5 years,627,495
Northland,2020-06-30,6 months,581,350
Northland,2020-06-30,8 months,607,503
Northland,2020-09-30,12 months,597,505
Northland,2020-09-30,18 months,617,398
Northland,2020-09-30,24 months,595,477
Northland,2020-09-30,5 years,621,495
Northland,2020-09-30,6 months,652,380
Northland,2020-09-30,8 months,600,479
Northland,2020-12-31,12 months,586,484
Northland,2020-12-31,18 months,618,360
Northland,2020-12-31,24 months,537,420
Northland,2020-12-31,5 years,636,478
Northland,2020-12-31,6 months,573,343
Northland,2020-12-31,8 months,603,498
Northland,2021-03-31,12 months,646,542
Northland,2021-03-31,18 months,577,304
Northland,2021-03-31,24 months,617,450
Northland,2021-03-31,5 years,631,454
Northland,2021-03-31,6 months,563,298
Northland,2021-03-31,8 months,588,477
South Canterbury,2009-07-01,12 months,152,137
South Canterbury,2009-07-01,18 months,147,106
South Canterbury,2009-07-01,24 months,177,135
South Canterbury,2009-07-01,6 months,147,99
South Canterbury,2010-01-01,12 months,148,139
South Canterbury,2010-01-01,18 months,152,128
South Canterbury,2010-01-01,24 months,149,136
South Canterbury,2010-01-01,6 months,151,113
South Canterbury,2010-04-01,12 months,156,139
South Canterbury,2010-04-01,18 months,179,144
South Canterbury,2010-04-01,24 months,168,152
South Canterbury,2010-04-01,6 months,155,109
South Canterbury,2010-07-01,12 months,150,139
South Canterbury,2010-07-01,18 months,147,117
South Canterbury,2010-07-01,24 months,156,141
South Canterbury,2010-07-01,6 months,147,122
South Canterbury,2010-10-01,12 months,156,148
South Canterbury,2010-10-01,18 months,153,121
South Canterbury,2010-10-01,24 months,181,168
South Canterbury,2010-10-01,6 months,169,142
South Canterbury,2011-01-01,12 months,147,139
South Canterbury,2011-01-01,18 months,154,119
South Canterbury,2011-01-01,24 months,147,134
South Canterbury,2011-01-01,5 years,99,63
South Canterbury,2011-01-01,6 months,161,120
South Canterbury,2011-04-01,12 months,165,156
South Canterbury,2011-04-01,18 months,149,124
South Canterbury,2011-04-01,24 months,155,137
South Canterbury,2011-04-01,5 years,132,108
South Canterbury,2011-04-01,6 months,149,120
South Canterbury,2011-07-01,12 months,161,153
South Canterbury,2011-07-01,18 months,152,134
South Canterbury,2011-07-01,24 months,156,136
South Canterbury,2011-07-01,5 years,151,121
South Canterbury,2011-07-01,6 months,144,109
South Canterbury,2011-10-01,12 months,158,143
South Canterbury,2011-10-01,18 months,156,138
South Canterbury,2011-10-01,24 months,147,136
South Canterbury,2011-10-01,5 years,164,132
South Canterbury,2011-10-01,6 months,133,100
South Canterbury,2011-12-31,12 months,154,146
South Canterbury,2011-12-31,18 months,165,146
South Canterbury,2011-12-31,24 months,154,146
South Canterbury,2011-12-31,5 years,156,128
South Canterbury,2011-12-31,6 months,166,122
South Canterbury,2012-03-31,12 months,131,121
South Canterbury,2012-03-31,18 months,155,125
South Canterbury,2012-03-31,24 months,158,149
South Canterbury,2012-03-31,5 years,170,146
South Canterbury,2012-03-31,6 months,132,104
South Canterbury,2012-06-30,12 months,169,155
South Canterbury,2012-06-30,18 months,149,135
South Canterbury,2012-06-30,24 months,162,156
South Canterbury,2012-06-30,5 years,171,146
South Canterbury,2012-06-30,6 months,122,96
South Canterbury,2012-09-30,12 months,132,118
South Canterbury,2012-09-30,18 months,132,112
South Canterbury,2012-09-30,24 months,156,137
South Canterbury,2012-09-30,5 years,176,154
South Canterbury,2012-09-30,6 months,145,110
South Canterbury,2012-09-30,8 months,143,120
South Canterbury,2012-12-31,12 months,122,116
South Canterbury,2012-12-31,18 months,177,153
South Canterbury,2012-12-31,24 months,148,138
South Canterbury,2012-12-31,5 years,151,138
South Canterbury,2012-12-31,6 months,136,112
South Canterbury,2012-12-31,8 months,148,140
South Canterbury,2013-03-31,12 months,148,142
South Canterbury,2013-03-31,18 months,139,116
South Canterbury,2013-03-31,24 months,130,121
South Canterbury,2013-03-31,5 years,171,132
South Canterbury,2013-03-31,6 months,160,134
South Canterbury,2013-03-31,8 months,136,126
South Canterbury,2013-06-30,12 months,139,133
South Canterbury,2013-06-30,18 months,133,120
South Canterbury,2013-06-30,24 months,179,167
South Canterbury,2013-06-30,5 years,162,132
South Canterbury,2013-06-30,6 months,161,110
South Canterbury,2013-06-30,8 months,150,131
South Canterbury,2013-09-30,12 months,161,153
South Canterbury,2013-09-30,18 months,144,132
South Canterbury,2013-09-30,24 months,138,127
South Canterbury,2013-09-30,5 years,182,155
South Canterbury,2013-09-30,6 months,156,121
South Canterbury,2013-09-30,8 months,159,149
South Canterbury,2013-12-31,12 months,161,149
South Canterbury,2013-12-31,18 months,142,128
South Canterbury,2013-12-31,24 months,136,129
South Canterbury,2013-12-31,5 years,154,131
South Canterbury,2013-12-31,6 months,138,115
South Canterbury,2013-12-31,8 months,167,160
South Canterbury,2014-03-31,12 months,159,151
South Canterbury,2014-03-31,18 months,155,136
South Canterbury,2014-03-31,24 months,144,139
South Canterbury,2014-03-31,5 years,163,145
South Canterbury,2014-03-31,6 months,143,104
South Canterbury,2014-03-31,8 months,128,120
South Canterbury,2014-06-30,12 months,143,138
South Canterbury,2014-06-30,18 months,165,134
South Canterbury,2014-06-30,24 months,141,137
South Canterbury,2014-06-30,5 years,181,162
South Canterbury,2014-06-30,6 months,146,124
South Canterbury,2014-06-30,8 months,143,131
South Canterbury,2014-09-30,12 months,145,135
South Canterbury,2014-09-30,18 months,156,135
South Canterbury,2014-09-30,24 months,158,146
South Canterbury,2014-09-30,5 years,167,154
South Canterbury,2014-09-30,6 months,164,132
South Canterbury,2014-09-30,8 months,142,137
South Canterbury,2014-12-31,12 months,145,140
South Canterbury,2014-12-31,18 months,137,122
South Canterbury,2014-12-31,24 months,169,154
South Canterbury,2014-12-31,5 years,158,152
South Canterbury,2014-12-31,6 months,187,122
South Canterbury,2014-12-31,8 months,193,183
South Canterbury,2015-03-31,12 months,181,173
South Canterbury,2015-03-31,18 months,165,144
South Canterbury,2015-03-31,24 months,168,159
South Canterbury,2015-03-31,5 years,195,175
South Canterbury,2015-03-31,6 months,139,120
South Canterbury,2015-03-31,8 months,168,158
South Canterbury,2015-06-30,12 months,184,168
South Canterbury,2015-06-30,18 months,141,128
South Canterbury,2015-06-30,24 months,134,128
South Canterbury,2015-06-30,5 years,171,158
South Canterbury,2015-06-30,6 months,134,109
South Canterbury,2015-06-30,8 months,121,112
South Canterbury,2015-09-30,12 months,130,124
South Canterbury,2015-09-30,18 months,166,142
South Canterbury,2015-09-30,24 months,153,142
South Canterbury,2015-09-30,5 years,178,157
South Canterbury,2015-09-30,6 months,152,114
South Canterbury,2015-09-30,8 months,139,130
South Canterbury,2015-12-31,12 months,146,137
South Canterbury,2015-12-31,18 months,191,175
South Canterbury,2015-12-31,24 months,143,133
South Canterbury,2015-12-31,5 years,175,158
South Canterbury,2015-12-31,6 months,153,132
South Canterbury,2015-12-31,8 months,153,140
South Canterbury,2016-03-31,12 months,154,144
South Canterbury,2016-03-31,18 months,127,119
South Canterbury,2016-03-31,24 months,165,146
South Canterbury,2016-03-31,5 years,145,124
South Canterbury,2016-03-31,6 months,169,128
South Canterbury,2016-03-31,8 months,153,132
South Canterbury,2016-06-30,12 months,151,143
South Canterbury,2016-06-30,18 months,143,134
South Canterbury,2016-06-30,24 months,194,183
South Canterbury,2016-06-30,5 years,188,171
South Canterbury,2016-06-30,6 months,158,125
South Canterbury,2016-06-30,8 months,166,145
South Canterbury,2016-09-30,12 months,169,146
South Canterbury,2016-09-30,18 months,152,141
South Canterbury,2016-09-30,24 months,141,121
South Canterbury,2016-09-30,5 years,139,122
South Canterbury,2016-09-30,6 months,150,121
South Canterbury,2016-09-30,8 months,160,152
South Canterbury,2016-12-31,12 months,160,143
South Canterbury,2016-12-31,18 months,140,131
South Canterbury,2016-12-31,24 months,143,134
South Canterbury,2016-12-31,5 years,153,141
South Canterbury,2016-12-31,6 months,144,119
South Canterbury,2016-12-31,8 months,145,124
South Canterbury,2017-03-31,12 months,152,133
South Canterbury,2017-03-31,18 months,162,127
South Canterbury,2017-03-31,24 months,153,143
South Canterbury,2017-03-31,5 years,165,152
South Canterbury,2017-03-31,6 months,164,132
South Canterbury,2017-03-31,8 months,150,135
South Canterbury,2017-06-30,12 months,145,143
South Canterbury,2017-06-30,18 months,150,128
South Canterbury,2017-06-30,24 months,145,137
South Canterbury,2017-06-30,5 years,165,158
South Canterbury,2017-06-30,6 months,166,143
South Canterbury,2017-06-30,8 months,168,150
South Canterbury,2017-09-30,12 months,149,141
South Canterbury,2017-09-30,18 months,153,136
South Canterbury,2017-09-30,24 months,154,131
South Canterbury,2017-09-30,5 years,197,180
South Canterbury,2017-09-30,6 months,146,116
South Canterbury,2017-09-30,8 months,155,148
South Canterbury,2017-12-31,12 months,171,162
South Canterbury,2017-12-31,18 months,147,139
South Canterbury,2017-12-31,24 months,156,138
South Canterbury,2017-12-31,5 years,161,145
South Canterbury,2017-12-31,6 months,130,102
South Canterbury,2017-12-31,8 months,140,129
South Canterbury,2018-03-31,12 months,150,140
South Canterbury,2018-03-31,18 months,157,125
South Canterbury,2018-03-31,24 months,150,139
South Canterbury,2018-03-31,5 years,187,157
South Canterbury,2018-03-31,6 months,175,146
South Canterbury,2018-03-31,8 months,137,121
South Canterbury,2018-06-30,12 months,127,112
South Canterbury,2018-06-30,18 months,172,151
South Canterbury,2018-06-30,24 months,145,142
South Canterbury,2018-06-30,5 years,165,152
South Canterbury,2018-06-30,6 months,147,124
South Canterbury,2018-06-30,8 months,164,156
South Canterbury,2018-09-30,12 months,179,174
South Canterbury,2018-09-30,18 months,166,131
